Longitude,Latitude,Name,Phone,State,City
-114.468,53.115,Breton RV Park,780.696.3636,AB ,Breton 
-113.979,52.46,Brewers - Aspen Beach Provincial Park,877.277.3645,AB ,Bentley
-116.363,52.764,Brown Creek Provincial Rec Area,780.865.2154,AB ,
-114.752,52.953,Buck Lake Park, ,AB ,Buck Lake 
-114.794,53.022,Buck Lake Provincial Rec Area,780.586.2864,AB ,Buck Creek
-112.78,52.515,Buffalo Lake Rec Area,800.267.5844,AB ,Rochon Sands
-111.413,52.401,Burma Park,403.578.4040,AB ,Brownfield 
-115.169,51.59,Burnt Timber Provincial Rec Area,403.637.2198,AB ,Water Valley
-117.803,53.491,Cache Lake - William A. Switzer Provincial Park,780.865.5600,AB ,
-114.717,52.995,Calhoun Bay Provincial Rec Area,780.586.2864,AB ,Buck Creek
-113.275,55.177,Calling Lake Provincial Park, ,AB ,Calling Lake
-111.526,53.127,Camp Lake Park,780.336.3414,AB ,Viking 
-115.125,50.689,Canyon - Peter Lougheed Provincial Park,403.591.6322,AB ,
-110.716,52.296,Capt Ayre Lake and Resort,780.857.2105,AB ,Cadogan 
-113.145,51.484,Carbon East ,403.572.3244,AB ,Carbon 
-113.151,51.485,Carbon Main ,403.572.3244,AB ,Carbon 
-114.725,52.094,Caroline Municipal RV Park,403.722.2210,AB ,Caroline 
-115.63,54.288,Carson Pegasus Provincial Park,780.778.2664,AB ,Woodlands County
-114.094,51.567,Carstairs Municipal ,403.337.3341,AB ,Carstairs 
-114.86,51.702,Cartier Creek Provincial Rec Area,403.637.2229,AB ,
-114.325,49.446,Castle Falls Rec Area,403.563.5395,AB ,
-115.907,51.268,Castle Mountain - Banff National Park,403. 762.1550,AB ,
-114.339,49.403,Castle River Bridge Rec Area,403.563.5395,AB ,
-111.919,52.224,Castor Lions ,403.882.3225,AB ,Castor 
-111.909,52.217,Castor Rec Area  ,403.882.3225,AB ,Castor 
-114.583,50.287,Cataract Creek Provincial Rec Area,403.591.6322,AB ,Longview
-110.41,49.93,Cavan Lake Rec ,403.979.1788,AB ,Medicine Hat 
-117.207,56.211,Cecil Thompson Park,780.322.3831,AB ,Peace River 
-113.643,50.163,Centennial Park,403.549.3761,AB ,Stavely 
-114.925,52.383,Centennial Park ,403 845.3720,AB ,Rocky Mountain House 
-113.078,53.279,Centennial Park Family ,780.941.2124,AB ,New Sarepta 
-110.805,51.417,Cereal Board of Trade ,403.326.3818,AB ,Cereal 
-113.504,54.962,Chain Lakes (Lower) Provincial Rec Area,780.675.8213,AB ,Hondo
-114.194,50.217,Chain Lakes Provincial Park,403.646.5887,AB ,Longview
-115.312,52.452,Chambers Creek Provincial Rec Area, ,AB ,
-113.148,50.243,Champion Community Park,403.897.3833,AB ,Champion 
-118.829,55.781,Chepi-Sepe-Municipal,780.864.3998,AB ,Spirit River 
-114.605,49.669,Chinook Rec Area,403.563.5395,AB ,Crowsnest Pass
-115.352,53.67,Chip Lake Park,780.325.2460,AB ,Wildwood 
-113.59,50.021,Claresholm Centennial Park,403.625.2751,AB ,Claresholm 
-113.22,53.003,Coal Lake South Provincial Rec Area,780.672.7274,AB ,Gwynne
-112.937,49.752,Coalhurst Miners Memorial ,403.381.3033,AB ,Coalhurst 
-117.01,53.174,Coalspur Provincial Rec Area,780.865.2154,AB ,
-110.196,54.475,Cold Lake MD ,780.639.4121,AB ,Cold Lake 
-110.205,54.457,Cold Lake Provincial Park,780.594.7856,AB ,Cherry Grove
-117.206,52.219,Columbia Icefield - Jasper National Park,780. 852.6146,AB ,
-117.624,56.954,Condy Meadows Golf Course ,780.836.2176,AB ,Manning 
-111.447,52.104,Coronation Rec Park,403.575.1967��,AB ,Coronation 
-114.312,51.998,Cottonwood - Dickson Dam Provincial Rec Area,403.887.5522,AB ,Spruce View
-115.03,52.283,Cow Lake Rec Area,403.845.5851,AB ,Rocky Mountain House 
-113.954,49.1,Crandell - Waterton Lakes National Park, ,AB ,Waterton Park
-110.535,54.502,Crane Lake East Park,780.573.9940,AB ,Cold Lake 
-110.562,54.501,Crane Lake West Park,780.573.9940,AB ,Cold Lake 
-116.357,52.387,Crescent Falls Provincial Rec Area,403.845.8349,AB ,
-115.029,52.448,Crimson Lake - Crimson Lake Provincial Park,403.845.2330,AB ,Alhambra
-113.792,49.137,Crooked Creek ,403.653.1100,AB ,Waterton Park Gate 
-113.797,54.654,Cross Lake - Cross Lake Provincial Park,780.675.8213,AB ,Flatbush
-118.392,56.096,Cummings Lake Rec Area,780.835.5461,AB ,Fairview 
-114.882,51.023,Dawson Provincial Rec Area,403.673.3985,AB ,Bragg Creek
-112.256,52.872,Daysland Golf and Country Club,780.374.3633,AB ,Daysland 
-114.309,52.014,Dickson Point - Dickson Dam Provincial Rec Area,403.887.5522,AB ,Spruce View
-110.015,52.579,Dillberry Lake Provincial Park,780.853.8221,AB ,Chauvin
-111.519,50.76,Dinosaur Provincial Park,403.378.4342,AB ,Iddesleigh
-112.577,52.581,Donalda Ag Society ,403.883.2233,AB ,Donalda 
-110.849,52.837,Dr Middlemass ,780.842.3541,AB ,Wainwright 
-114.981,53.223,Drayton Valley RV Park ,780.514.2200,AB ,Drayton Valley 
-116.207,52.429,Dry Haven Provincial Rec Area,403.845.8349,AB ,
-118.595,55.923,Dunvegan Provincial Park,780.538.5350,AB ,Rycroft
-114.399,49.904,Dutch Creek Rec Area,403.563.5395,AB ,Ranchland No. 66
-115.383,52.908,East Canal - Brazeau Reservoir Provincial Rec Area,780.894.0006,AB ,
-111.772,53.096,Eastview Park,780.336.4747,AB ,Viking 
-115.169,50.844,Eau Claire - Spray Valley Provincial Park,403.673.3985,AB ,Kananaskis
-114.374,52.361,Eckville Community Centre, ,AB ,Eckville 
-110.464,52.761,Edgerton Sand Castle ,780.755.3933,AB ,Edgerton 
-116.412,53.588,Edson Lions Park ,780.723.3169,AB ,Edson 
-112.046,50.276,EID Historical Park and RV Park,403.362.5010,AB ,Scandia 
-115.647,52.054,Elk Creek Provincial Rec Area,403.845.9275,AB ,
-110.903,53.866,Elk Point Rec Park,780.724�3810,AB ,Elk Point 
-116.105,52.947,Elk River Provincial Rec Area,780.865.2154,AB ,
-114.301,53.944,Elks Beach ,780.967.5029,AB ,Lac La Nonne 
-110.913,54.023,Elks Wilderness Park , ,AB ,Elk Point 
-114.498,51.652,Elkton Valley ,403.335.8099,AB ,Cremona 
-110.287,49.651,Elkwater - Cypress Hills Interprov. Park,403.893.3833,AB ,Elkwater
-115.11,50.662,Elkwood - Peter Lougheed Provincial Park,403.591.6322,AB ,
-113.201,51.992,Elnora ,403.773.3922,AB ,Elnora 
-111.937,50.834,Emerson Bridge Park ,403.362.2772,AB ,Brooks 
-117.117,53.737,Emerson Lakes - Sundance Provincial Park,780.865.2154,AB ,
-112.437,50.162,Enchant Municipal Park,403.739.2245,AB ,Enchant 
-110.913,56.201,Engstrom Lake Provincial Rec Area,780.743.7437,AB ,Chard
-110.334,54.544,Ethel Lake Provincial Rec Area,780.826.3171,AB ,Ardmore
-114.628,50.329,Etherington Creek Provincial Rec Area,403.591.6322,AB ,Longview
-116.579,52.972,Fairfax Lake Provincial Rec Area,780.865.2154,AB ,
-117.196,55.725,Falher Municipal ,780.837.2247,AB ,Falher 
-114.726,51.623,Fallen Timber Rec Area,403.637.2608,AB ,Water Valley
-115.069,51.495,Fallen Timber South Provincial Rec Area,403.637.2198,AB ,Water Valley
-114.061,55.31,Fawcett Lake Provincial Rec Area,780.829.2211,AB ,Smith
-110.296,49.649,Ferguson Hill - Cypress Hills Interprov. Park,403.893.3833,AB ,Elkwater
-112.976,52.768,Ferintosh ,780.679.8922,AB ,Ferintosh 
-116.748,53.457,Fickle Lake Provincial Rec Area,780.797.4154,AB ,
-117.905,56.304,Figure Eight Lake Rec Area,780.624.6486,AB ,Dixonville
-110.314,49.662,Firerock - Cypress Hills Interprov. Park,403.893.3833,AB ,Elkwater
-111.359,52.68,Fish Lake ,780.888.3623,AB ,Hardisty 
-116.146,52.452,Fish Lake Provincial Rec Area,403.845.8349,AB ,
-114.585,50.79,Fisher Creek Provincial Rec Area,403.949.4261,AB ,Bragg Creek
-111.624,54.212,Floating Stone Lake Rec Area,780.726.3428,AB ,St Paul 
-111.454,49.479,Foremost Wayside ,403.867.3733,AB ,Foremost 
-113.666,54.552,Forfar Rec Park,780.675.5253,AB ,Athabasca 
-111.562,54.477,Fork Lake Rec Area,780 623.1747,AB ,Lac La Biche 
-116.124,58.408,Fort Vermilion Provincial Rec Area,780.927.4222,AB ,Fort Vermilion
-113.608,51.325,Founders Park - Irricana Municipal ,403.371.7376,AB ,Irricana 
-116.81,54.398,Fox Creek RV ,780.622.3896,AB ,Fox Creek 
-112.012,51.664,Fox Lake ,403.854.4433,AB ,Hanna 
-111.008,54.256,Franchere Bay Rec Area,780.826.5358,AB ,Glendon
-113.511,51.499,Frank Fooks Memorial Park,403.546.3783,AB ,Acme 
-115.527,54.7,Freeman Lake Rec Area, ,AB ,Swan Hills 
-115.404,54.572,Freeman River Rec Area, ,AB ,Swan Hills
-110.027,54.435,French Bay Provincial Rec Area,780.594.7856,AB ,Cherry Grove
-111.745,54.183,Garner Lake Provincial Park,780.645.6295,AB ,Spedden
-110.723,50.037,Gas City ,403.529.8158,AB ,Medicine Hat 
-115.027,51.395,Ghost Airstrip Provincial Rec Area,403.637.2198,AB ,
-113.609,54.893,Ghost Lake,780.675.2273,AB ,Athabasca 
-114.719,51.221,Ghost Reservoir Provincial Rec Area,403.851.0766,AB ,
-116.19,52.446,Goldeye Lake Provincial Rec Area,403.845.8349,AB ,
-110.759,52.118,Gooseberry Lake Provincial Park,403.742.7512,AB ,Consort
-114.634,50.914,Gooseberry Provincial Rec Area,403.949.4261,AB ,Bragg Creek
-110.026,49.65,Graburn - Cypress Hills Interprov. Park,403.893.3833,AB ,Elkwater
-119.139,53.901,Grande Cache Municipal ,780.827.2404,AB ,Grande Cache 
-118.82,55.181,Grande Prairie Rotary Park, ,AB ,Grande Prairie 
-117.803,53.492,Graveyard Lake - William A. Switzer Provincial Park,780.865.5600,AB ,
-114.426,50.457,Greenford Provincial Rec Area,403.558.2373,AB ,Longview
-114.639,51.795,Greenwood ,403.638.2130,AB ,Sundre 
-117.806,53.533,Gregg Lake - William A. Switzer Provincial Park,780.865.5600,AB ,
-111.185,56.485,Gregoire Lake Provincial Park,780.743.7437,AB ,
-119.745,54.38,Gunderson Meadows - Two Lakes Provincial Park,780.538.5381,AB ,
-111.37,56.423,Hangingstone Provincial Rec Area,780.743.7437,AB ,
-112.557,54.301,Hanmore Lake Provincial Rec Area,780.656.3730,AB ,Newbrook
-111.917,51.647,Hanna Museum Trailer Park,403.854.4433,AB ,Hanna 
-111.324,52.672,Hardisty Lake Park ,780.888.2700,AB ,Hardisty 
-115.917,52.503,Harlech Provincial Rec Area,403.845.8349,AB ,
-116.826,56.117,Harmon Valley Park,780.624.6580.,AB ,Nampa 
-114.277,50.676,Hells Half Acre ,403.993.8538,AB ,Turner Valley 
-116.002,55.508,Hilliards Bay Provincial Park,780.849.7124,AB ,Grouard
-117.573,53.408,Hinton Centre ,780.865.0876,AB ,Hinton 
-112.229,53.235,Holden ,780.688.3928,AB ,Holden 
-119.487,55.258,Hommy Park,780.354.8039,AB ,Beaverlodge 
-117.683,52.56,Honeymoon Lake - Jasper National Park,780. 852.6146,AB ,Jasper
-112.647,54.666,Hope Lake ,780.689.0501,AB ,Athabasca 
-115.312,52.396,Horburg Provincial Rec Area,403.721.3975,AB ,Alhambra
-116.685,53.573,Hornbeck Creek Provincial Rec Area,780.797.4154,AB ,
-111.735,52.223,Huber Dam ,403.740.6097,AB ,Castor 
-119.553,55.331,Hythe Municipal ,780.356.3888,AB ,Hythe 
-114.362,50.242,Indian Graves Campground,403.995.5554,AB ,Nanton
-111.523,53.363,Innisfree Municipal Rec Park,780.592.2414,AB ,Innisfail 
-115.13,50.627,Interlakes - Peter Lougheed Provincial Park,403.591.6322,AB ,
-116.802,54.462,Iosegun Lake Provincial  Rec Area, ,AB ,
-111.233,52.918,Irma Rec Area,780.754.3665,AB ,Irma 
-111.306,53.995,Iron Horse Trail ,780.645.5313,AB ,St Paul 
-111.55,54.597,Ironwood Lake - Lakeland Provincial Rec Area,780.623.5235,AB ,Goodridge
-113.513,54.85,Island Lake,780.675.2273,AB ,Athabasca 
-114.673,49.629,Island Lake Provincial Rec Area,403.563.5395,AB ,Crowsnest Pass
-113.108,54.792,Jackfish Lake,780.675.2273,AB ,Athabasca 
-115.57,52.504,Jackfish Lake Provincial Rec Area,403.845.8349,AB ,
-114.519,51.941,James River Bridge  Provincial Rec Area,403.637.2608,AB ,James River Bridge
-115.189,51.82,James Wilson Provincial Rec Area,403.637.2229,AB ,
-114.082,52.345,Jarvis Bay Provincial Park,403.887.5522,AB ,Red Deer County
-117.799,53.448,Jarvis Lake - William A. Switzer Provincial Park,780.865.5600,AB ,
-115.993,53.71,Jerry Vanderwell Memorial Park ,780.693.2479,AB ,Peers 
-113.077,52.721,Johnsons Beach ,780.372.3884,AB ,Bashaw 
-115.842,51.243,Johnston Canyon - Banff National Park,403. 762.1581,AB ,
-117.388,52.418,Jonas Creek - Jasper National Park,780. 852.6146,AB ,Jasper
-118.554,54.421,Kakwa River Provincial Rec Area,780.538.5350,AB ,
-110.904,54.037,Kehiwin Provincial Rec Area,780.645.6295,AB ,Kehewin
-113.549,51.693,Keivers Lake Rec Park,403.443.7308,AB ,Three Hills 
-111.868,52.788,Killam Centennial Park ,780.385.3977,AB ,Killam 
-111.896,50.445,Kinbrook Island Provincial Park,403.362.2962,AB ,Rainier
-110.147,52.697,Kings Park ,780.858.3881,AB ,Chauvin 
-117.776,53.282,Kinky Lake - Wildhorse Lake Provincial Rec Area,780.866.2231,AB ,
-110.331,53.339,Kitscoty District Regional Park,780.846.2221,AB ,Kitscoty 
-111.874,50.571,Kiwanis ,403.362.5073,AB ,Brooks 
-117.13,57.973,La Crete Ferry ,780.841.2705,AB ,La Crete 
-111.316,53.806,Lac Bellevue Municipal Rec Area,780.645.2639,AB ,St Paul 
-115.165,51.052,Lac Des Arcs - Bow Valley Provincial Park,403.673.3985,AB ,
-116.17,51.409,Lake Louise Tent - Banff National Park,403. 522.3833,AB ,
-116.177,51.417,Lake Louise Trailer - Banff National Park,403. 522.3833,AB ,
-112.918,50.565,Lake McGregor Provincial Rec Area,403.897.3933,AB ,Milo
-113.937,52.463,Lakeview - Aspen Beach Provincial Park,877.277.3645,AB ,Rimbey
-110.292,49.661,Lakeview - Cypress Hills Interprov. Park,403.893.3833,AB ,Elkwater
-113.661,54.991,Lawrence Lake Provincial Rec Area,780.675.8213,AB ,Hondo
-113.513,53.251,Leduc Lions ,780.986.1882,AB ,Leduc 
-113.308,49.193,Lee Creek ,403.388.4230,AB ,Cardston 
-114.638,53.793,Lessard Lake,780.785.4125,AB ,Cherhill 
-114.821,55.443,Lesser Slave Lake Provincial Park,780.849.7100,AB ,Widewater
-113.491,51.591,Linden East Coulee,403.546.3888,AB ,Linden 
-112.928,50.231,Little Bow Provincial Park,403.897.3933,AB ,Carmangay
-112.657,50.194,Little Bow Reservoir Provincial Rec Area,403.897.3933,AB ,Lomond
-114.857,50.796,Little Elbow Provincial Rec Area,403.949.4261,AB ,Bragg Creek
-112.201,51.374,Little Fish Lake Provincial Park,403.823.1749,AB ,Dorothy
-116.799,53.689,Little Sundance Creek Provincial Rec Area,780.865.2154,AB ,
-114.442,50.102,Livingstone Falls Rec Area,403.563.5395,AB ,Longview
-110.307,49.643,Lodgepole - Cypress Hills Interprov. Park,403.893.3833,AB ,Elkwater
-113.813,54.472,Long Island Lake Municipal ,780.954.2261,AB ,Westlock 
-116.165,53.795,Long Lake -Edson,780.693.2479,AB ,Edson 
-112.767,54.438,Long Lake Provincial Park,780.576.3959,AB ,Ellscott
-116.819,53.065,Lovett River Provincial Rec Area,780.865.2154,AB ,
-113.112,49.362,Lower - St. Mary Reservoir Provincial Rec Area,403.382.4097,AB ,Spring Coulee
-115.121,50.631,Lower Lake - Peter Lougheed Provincial Park,403.591.6322,AB ,
-114.2,49.586,Lundbreck Falls Rec Area,403.563.5395,AB ,Lundbreck
-114.413,49.453,Lynx Creek Rec Area,403.563.5395,AB ,
-116.575,58.328,Machesis Lake Provincial Rec Area,780.927.3718,AB ,
-117.63,56.923,Manning Riverside ,780.836.3606,AB ,Manning 
-117.706,53.307,Maskuta Creek ,780.865.0876,AB ,Hinton 
-114.152,49.8,Maycroft Provincial Rec Area,403.382.4097,AB ,Lundbreck
-115.14,53.937,Mayerthorpe Golf and Country Club ,780.786.4737,AB ,Mayerthorpe 
-118.754,55.111,Mcgoverns at Evergreen Park ,855.539.1814,AB ,Grande Prairie 
-114.68,50.889,Mclean Creek Provincial Rec Area,403.949.4261,AB ,Bragg Creek
-117.276,53.298,McLeod River Provincial Rec Area,780.865.2154,AB ,
-114.743,52.751,Medicine Lake Provincial Rec Area,780.388.2223,AB ,Buck Lake
-114.575,50.773,Mesa Butte Provincial Rec Area,403.949.4261,AB ,Bragg Creek
-113.757,52.463,Michener Park,403.782.1250,AB ,Lacombe 
-112.537,51.583,Michichi Rec Area,403.772.3793,AB ,Morrin 
-116.051,53.36,Minnow Lake Provincial Rec Area,780.797.4154,AB ,Edson 
-112.873,53.246,Miquelon Lake Provincial Park,780.672.7274,AB ,Kingman
-115.008,52.215,Mitchell Lake Provincial Rec Area,403.845.9275,AB ,Caroline
-119.795,54.36,Moberly Flats - Two Lakes Provincial Park,780.538.5381,AB ,
-112.347,54.184,Mons Lake Rec Area,780.656.3037,AB ,Smoky Lake County 
-119.218,55.884,Moonshine Lake Provincial Park,780.538.5350,AB ,Blueberry Mountain
-110.931,54.273,Moose Lake Provincial Park,780.594.7856,AB ,Glendon
-116.332,51.632,Mosquito Creek - Banff National Park,403. 522.3833,AB ,
-113.967,52.869,Mound Red Park,780.586.3508,AB ,Wetaskiwin 
-117.865,52.634,Mount Kerkeslin - Jasper National Park,780. 852.6146,AB ,Jasper
-115.127,50.62,Mount Sarrail - Peter Lougheed Provincial Park,403.591.6322,AB ,
-113.873,54.152,Mountie Park , ,AB ,Westlock 
-110.659,54.192,Muriel Lake Park,780.826.4140,AB ,Bonnyville 
-118.641,54.56,Musreau Lake Campground,780.538.5350,AB ,
-113.611,54.618,Narrow Lake,780.675.2273,AB ,Athabasca 
-112.504,54.653,North Buck Lake Rec Area,780.689.4602,AB ,Caslan
-114.265,52.039,North Dyke - Dickson Dam Provincial Rec Area,403.887.5522,AB ,Spruce View
-114.543,50.754,North Fork Provincial Rec Area,403.949.4261,AB ,Millarville
-115.027,51.395,North Ghost Provincial Rec Area, ,AB ,
-113.893,55.986,North Wabasca Rec Area,780.891.2842,AB ,Wabasca 
-117.195,57.281,Notikewin Provincial Park,780.836.2048,AB ,Hotchkiss
-117.143,53.547,Obed Lake Provincial Park,780.865.2154,AB ,
-110.295,49.654,Old Baldy - Cypress Hills Interprov. Park,403.893.3833,AB ,Elkwater
-114.44,49.95,Oldman River North Rec Area,403.563.5395,AB ,Longview
-113.451,49.719,Oldman River Provincial Rec Area,403.382.4097,AB ,Fort Macleod
-119.892,56.316,Oles Lake Provincial Rec Area,780.595.2149,AB ,Bear Canyon
-110.474,51.346,Oyen Centennial Park,403.664.3511,AB ,Oyen 
-114.707,50.884,Paddys Flat - Elbow River Provincial Rec Area,403.949.4261,AB ,Bragg Creek
-112.925,49.807,Park Lake Provincial Park,403.382.4097,AB ,Diamond City
-113.638,49.105,Payne Lake Provincial Rec Area,403.382.4097,AB ,Mountain View
-112.827,52.523,Pelican Point Park,855.283 . 7838,AB ,Bashaw 
-116.567,52.935,Pembina Forks Provincial Rec Area,780.865.2154,AB ,
-114.46,53.933,Pembina River Provincial Park,780.727.3643,AB ,Glenevis
-115.706,52.041,Peppers Lake Provincial Rec Area,403.845.9275,AB ,
-110.009,50.959,Peter Fidler Park,403.565.3938,AB ,Empress 
-114.968,52.101,Phyllis Lake Provincial Rec Area,403.845.9275,AB ,Caroline
-118.592,53.904,Pierre Greys Lakes Provincial Rec Area,780.827.1382,AB ,
-114.006,52.963,Pigeon Lake - Pigeon Lake Provincial Park,780.586.2644,AB ,Wetaskiwin County
-113.942,49.486,Pincher Creek Veterans Memorial ,403.627.4322,AB ,Pincher Creek 
-113.731,50.135,Pine Coulee - Willow Creek Provincial Park,403.625.6239,AB ,Stavely
-119.761,54.379,Pine Hollow - Two Lakes Provincial Park,780.538.5381,AB ,
-112.267,59.556,Pine Lake Campground - Wood Buffalo National Park,867.872.7900,AB ,
-111.478,54.651,Pinehurst Lake - Lakeland Provincial Rec Area,780.623.5235,AB ,Goodridge
-119.103,55.066,Pipestone Creek Park,780.766.2391,AB ,Wembley 
-117.908,53.196,Pocahontas - Jasper National Park,780. 852.6176,AB ,
-113.475,49.009,Police Outpost Provincial Park, ,AB ,Aetna
-115.305,52.249,Prairie Creek Provincial Rec Area,403.845.9275,AB ,
-111.827,51.459,Prairie Oasis Park,855.283 . 7838,AB ,Hanna 
-116.036,51.326,Protection Mountain - Banff National Park,403. 522.3833,AB ,
-117.694,56.219,Queen Elizabeth Provincial Park,780.624.6486,AB ,Berwyn
-114.424,49.833,Racehorse Rec Area,403.563.5395,AB ,Ranchland No. 66
-115.832,52.092,Ram Falls Provincial Rec Area,403.845.9275,AB ,
-116.865,52.04,Rampart Creek - Banff National Park,403. 522.3833,AB ,
-114.502,52.091,Raven Provincial Rec Area,403.755.6163,AB ,Stauffer
-113.087,52.756,Red Deer Lake Park,780.361.8180,AB ,Ferintosh 
-115.279,51.651,Red Deer River Rec Area,403.637.2229,AB ,
-114.244,51.948,Red Lodge Provincial Park,403.224.2547,AB ,Spruce View
-110.106,49.667,Reesor Dock - Cypress Hills Interprov. Park,403.893.3833,AB ,Elkwater
-110.098,49.66,Reesor Lake - Cypress Hills Interprov. Park,403.893.3833,AB ,Elkwater
-115.594,52.967,Reservoir - Brazeau Reservoir Provincial Rec Area,780.894.0006,AB ,
-112.555,49.349,Ridge Park Recreation,403.642.7021,AB ,Warner 
-114.026,51.931,River Ridge - Bowden Heritage,403.224.2727,AB ,Bowden 
-110.856,52.995,Riverdale Mini-Park,780.842.2996,AB ,Wainwright 
-112.892,52.462,Rochon Sands Provincial Park,403.742.4338,AB ,Rochon Sands
-118.238,53.472,Rock Lake Provincial Park,780.865.2154,AB ,
-113.141,51.236,Rockyford Lions ,403.533.3950,AB ,Rockyford 
-110.088,53.277,Rolling Green Fairways RV,780.872.1660,AB ,Lloydminster 
-110.486,53.818,Ross Lake - Whitney Lakes Provincial Park,780.645.6295,AB ,Frog Lake
-114.402,54.111,Rotary Park,780.674.2532,AB ,Barrhead 
-114.531,50.637,Sandy  McNabb - Sheep River Provincial Park,403.949.4261,AB ,Millarville
-112.831,53.678,Sandy Beach - Elk Island National Park,780. 992.2950,AB ,Fort Saskatchewan
-111.859,53.869,Sandy Lake ,780.657.2052,AB ,Two Hills 
-110.078,50.732,Sandy Point Park,403.526.2888,AB ,Hilda 
-114.91,53.89,Sangudo Riverside ,780.785.3411,AB ,Sangudo 
-119.085,55.205,Saskatoon Island Provincial Park,780.538.5350,AB ,Wembley
-115.758,52.455,Saunders Provincial Rec Area,403.845.8349,AB ,
-111.264,54.691,Seibert Lake - Lakeland Provincial Rec Area,780.623.5235,AB ,Goodridge
-115.357,51.996,Seven Mile Provincial Rec Area,403.845.9275,AB ,Caroline
-118.771,55.346,Sexsmith Heritage Park,780.568.3681,AB ,Sexsmith 
-117.677,56.531,Shady Lane ,780.971.3973,AB ,Dixonville 
-114.138,50.719,Sheep Creek Provincial Rec Area,780.827.1382,AB ,Black Diamond
-116.031,53.863,Shiningbank Lake ,780.693.2150,AB ,Peers 
-110.859,52.464,Shorncliffe Lake ,780.857.2435,AB ,Czar 
-114.862,51.046,Sibbald Lake Provincial Rec Area,403.673.3985,AB ,Bragg Creek
-112.963,52.889,Silver Creek Golf & Camp  ,780.855.3982,AB ,New Norway 
-118.182,55.136,Simonette River Provincial Rec Area,780.538.5350,AB ,Grovedale
-111.976,54.832,Sir Winston Churchill Provincial Park,780.623.4144,AB ,Lac La Biche
-116.909,54.365,Smoke Lake Campground, ,AB ,
-112.472,54.12,Smoky Lake RV Park,780.656.3674,AB ,Smoky Lake County 
-119.154,53.891,Smoky River South Provincial Rec Area,780.827.1382,AB ,Grande Cache
-118.085,53.013,Snaring River - Jasper National Park,780. 852.6176,AB ,Jasper
-114.248,52.025,South Dyke - Dickson Dam Provincial Rec Area,403.887.5522,AB ,Spruce View
-115.348,50.977,Spray Lakes West - Spray Valley Provincial Park,403.673.3985,AB ,
-110.185,49.679,Spruce Coulee - Cypress Hills Interprov. Park,403.893.3833,AB ,Elkwater
-111.844,54.712,Spruce Point Resort,780.623.3930,AB ,Lac La Biche 
