Longitude,Latitude,Name,Phone,State,City
-87.44,32.884,Payne Lake East Side,205.926.9765/334.832.4470,AL,Duncanville
-87.446,32.881,Payne Lake Spillway,205.926.9765/334.832.4470,AL,Duncanville
-87.444,32.889,Payne Lake West Side,205.926.9765/334.832.4470,AL,Duncanville
-88.304,33.235,Pickensville,205.373.6328,AL,Carrollton
-85.604,33.725,Pine Glen,256.463.2272/334.832.4470,AL,Heflin
-87.987,34.392,Piney Point, ,AL,Hodges
-86.938,34.574,Point Mallard City Campground, ,AL,Decatur
-86.77,32.338,Prairie Creek,334.418.4919,AL,Lowndesboro
-86.64,34.693,Redstone Arsenal RV Military,256.876.4868,AL,Huntsville
-86.865,33.876,Rickwood Caverns State Park,205.647.9692,AL,Warrior
-87.249,32.057,Roland Cooper State Park,334.682.4838,AL,Camden
-87.844,32.555,Runaway Branch,334.289.3540,AL,Demopolis
-88.144,31.746,Service,251.754.9338,AL,
-86.442,34.895,Sharon Johnston Park,256.379.2868,AL,New Market
-86.678,31.903,Sherling Lake City Park,334.382.3638,AL,Greenville.
-87.573,31.665,Silver Creek,334.682.4244,AL,Gosport
-87.01,32.327,Six Mile Creek,334.872.9554,AL,Selma
-87.918,34.519,Slick Rock - Bear Creek Auth, ,AL,Russellville
-87.797,34.622,Small Point - Cane Creek Canyon, ,AL,Tuscumbia
-86.948,34.081,Smith Lake County Park,256.739.2916,AL,Cullman
-85.302,32.592,Spring Villa Campground,334.705.5552,AL,Opelika
-88.04,31.561,St. Stephens Historical Park,251.246.6790,AL,St. Stephens
-85.832,34.853,Stevenson Municipal Park - Guntersville Reservoir,256.437.3000,AL,Stevenson
-88.185,32.872,Sumter Rec Area,205.373.8705,AL,Livingston
-87.068,33.251,Tannehill Ironworks Historical State Park,205.477.5711,AL,McCalla
-85.842,33.444,Turnipseed Hunter Camp,256.362.2909/334.832.4470,AL,Oxford
-87.629,34.809,Veterans Memorial Park, ,AL,Florence
-85.147,31.777,White Oak Creek,334.687.3101,AL,Eufaula
-87.907,34.417,Williams Hollow,256.332.4392,AL,Spruce Pine
-87.63,34.788,Wilson Dam - Lower Rockpile,800.882.5263,AL,Muscle Shoals-
-85.925,32.854,Wind Creek State Park,256.329.0845,AL,Alexander City
-93.879,34.373,Albert Pike,870.356.4186/501.321.5202,AR,Langley
-93.861,33.62,Allens Ferry at Little River,870.777.6164,AR,Fulton
-93.245,34.259,Alpine Ridge - De Gray Lake,870.246.5501,AR,Arkadelphia
-93.192,34.274,Arlie Moore - De Gray Lake,870.246.5501,AR,Arkadelphia
-93.801,34.245,Arrowhead Point, ,AR,Kirby
-93.822,35.468,Aux Arc,479.667.1100,AR,Ozark
-93.383,34.637,Avant - Lake Ouachita, ,AR,Jessieville
-94.013,34.391,Bard Springs,870.356.4186/501.321.5202,AR,Athens
-92.249,36.019,Barkshed,870.269.3228/479.964.7200,AR,Mountain View
-92.944,35.524,Bayou Bluff,870.269.3228/479.964.7200,AR,Jerusalem
-93.668,34.237,Bear Creek, ,AR,Kirby
-93.936,33.706,Beards Bluff - Millwood Lake,870.898.3343,AR,Ashdown
-93.944,33.698,Beards Lake - Millwood Lake,870.898.3343,AR,Ashdown
-93.767,36.474,Beaver Town Park, ,AR,Beaver
-90.697,34.711,Beech Point,870.295.5278/479.964.7200,AR,Marianna
-93.564,36.36,Berryville RV Park,870.423.3704,AR,Berryville
-92.237,36.386,Bidwell Point - Norfolk Lake,870.467.5375,AR,Mountain Home
-93.812,34.685,Big Brushy,479.394.5595/501.321.5202,AR,Pencil Bluff
-94.243,34.222,Big Coon Creek - Gillham Lake,870.584.4161,AR,Wickes
-93.414,34.606,Big Fir, ,AR,Mount Ida
-92.177,35.974,Blanchard Springs,870.269.3228/479.964.7200,AR,Fifty Six
-94.093,34.196,Blue Ridge - Dierks Lake,870.286.2346,AR,Dierks
-93.916,35.14,Booneville Municipal Park,479.675.3811,AR,Booneville
-93.263,34.58,Brady Mountain - Lake Ouachita,501.767.2108,AR,Hot Springs
-92.808,35.49,Brock Creek,870.269.3228/479.964.7200,AR,Jerusalem
-92.794,36.488,Buck Creek - Bull Shoals Lake,417.785.4313,AR,Protem
-93.731,34.179,Buckhorn - Lake Greeson, ,AR,Murfreesboro
-93.342,34.613,Buckville - Lake Ouachita, ,AR,Avant
-92.557,36.073,Buffalo Point - Buffalo National River,870.449.4311,AR,Yellville
-92.591,36.356,Bull Shoals State Park,870.445.3629,AR,Bull Shoals
-92.314,34.797,Burns Park,501.771.0702,AR,
-93.181,34.27,Caddo Drive - De Gray Lake,870.246.5501,AR,Arkadelphia
-93.646,35.176,Cameron Bluff, ,AR,Paris
-92.285,34.831,Camp Robinson RV Military,501.212.5100,AR,
-93.503,35.388,Cane Creek - Lake Dardanelle, ,AR,Scranton
-91.833,33.933,Cane Creek State park,870.628.4714,AR,Star City
-93.239,34.962,Carter Cove,479.272.4983,AR,Plainview
-93.042,35.984,Carver - Buffalo National River,870.439.2502,AR,Hasty
-93.286,34.663,Cedar Fourche - Lake Ouachita, ,AR,
-93.08,34.535,Cedar Glades Park,501.627.2826,AR,Hot Springs
-94.049,35.286,Charleston Lake, ,AR,Charleston
-93.383,34.517,Charlton,870.356.4186/501.321.5202,AR,Crystal Springs
-92.787,35.128,Cherokee, ,AR,Morrilton
-92.076,35.555,Cherokee - Greers Ferry Lake,501.362.2416,AR,Greers Ferry
-91.225,33.281,Chicot County RV Park,870.265.3500,AR,Lake Village
-92.382,35.536,Choctaw - Greers Ferry Lake,501.745.8320,AR,Heber Springs
-93.946,35.463,Citadel Bluff, ,AR,Cecil
-94.167,35.437,Clear Creek,501.632.4882,AR,Alma
-94.223,34.318,Cossatot Falls - Cossatot River State Park,870.385.2201,AR,Wickes
-94.235,34.215,Cossatot Reefs - Gillham Lake,870.386.7261,AR,Gillham
-93.966,33.791,Cottonshed Landing - Millwood Lake,870.898.3343,AR,Mineral Springs
-93.185,34.963,County Line,479.272.4945,AR,Plainview
-92.156,35.477,Cove Creek - Greers Ferry Lake,501.362.2416,AR,Heber Springs
-93.622,35.223,Cove Lake  Complex,479.963.3076/479.964.7200,AR,Paris
-93.669,34.175,Cowhide Cove - Lake Greeson,870.285.2151,AR,Kirby
-90.7,35.777,Craighead Forest Park,870.933.4604,AR,Jonesboro
-92.32,36.406,Cranfield - Norfolk Lake,870.492.4191,AR,Mountain Home
-93.676,34.041,Crater of Diamonds State Park,870.285.3113,AR,Murfreesboro
-93.287,36.484,Cricket Creek,870.426.3331,AR,Omaha
-92.095,33.144,Crossett RV Park,870.364.6136,AR,Crossett
-90.664,36.044,Crowleys Ridge State Park,870. 573.6751,AR,Paragould
-93.639,34.479,Crystal,870.356.4186/501.321.5202,AR,Norman
-93.357,34.542,Crystal Springs - Lake Ouachita,501.767.2108,AR,Hot Springs
-93.74,34.233,Daisy State Park,870.398.4487,AR,Kirby
-93.712,34.145,Dam Area - Lake Greeson,870.285.2151,AR,Murfreesboro
-92.596,36.382,Dam Site - Bull Shoals Lake,870.445.7166,AR,Bull Shoals
-92.009,35.527,Dam Site - Greers Ferry Lake,501.362.5233,AR,Heber Springs
-93.848,36.433,Dam Site Lake  - Beaver Lake,479.636.1210,AR,Eureka
-93.848,36.419,Dam Site River - Beaver Lake,479.253.9865,AR,Eureka
-93.146,34.247,DeGray Lake State Park,501 865.2801,AR,Bismarck
-93.275,35.297,Delaware Park, ,AR,Dardanelle
-93.489,34.547,Denby Point - Lake Ouachita,501.767.2108,AR,Mount Ida
-94.25,35.782,Devils Den State Park,479.761.3325,AR,West Fork
-92.177,35.584,Devils Fork - Greers Ferry Lake,501.825.8618,AR,Greers Ferry
-92.262,34.752,Downtown Riverside RV Park,501.340.5312,AR,
-93.633,34.644,Dragover,479.394.5595/501.321.5202,AR,Pencil Bluff
-93.435,35.341,Dublin Park, ,AR,Scranton
-93.185,34.256,Edgewood - De Gray Lake,870.246.5501,AR,Arkadelphia
-93.189,36.054,Erbie - Buffalo National River,870.439.2502,AR,Jasper
-93.609,33.66,Fair City RV Park,870.777.6701,AR,Hope
-92.295,35.571,Fairfield Bay RV Campground,501.884.6029,AR,Fairfield Bay
-93.094,35.738,Fairview,870.446.5122/479.964.7200,AR,Jasper
-94.306,35.312,Fort Chaffee RV Military,479.484.2252,AR,Fort Smith
-94.006,33.471,Four States Fairgrounds RV,870.773.2941,AR,Texarkana
-93.66,34.627,Fulton Branch,870.356.4186/501.321.5202,AR,Mt. Ida
-92.221,36.421,Gamaliel - Norfolk Lake,870.467.5680,AR,Gamaliel
-92.267,36.288,Georges Cove, ,AR,Mountain Home
-92.125,33.06,Grand Marais County Park,870.943.2930,AR,Felsenthal
-93.036,34.525,Gulpha Gorge - Hot Springs National Park,501.620.6715,AR,Hot Springs
-92.212,35.994,Gunner Pool,870.269.3228/479.964.7200,AR,Fifty Six
-91.483,36.314,Hardy Camper Park,870-856-2356,AR,Hardy
-93.255,35.677,Haw Creek Falls,870.269.3228/479.964.7200,AR,Pelsor
-92.076,35.501,Heber Springs - Greers Ferry Lake,501.250.0485,AR,Heber Springs
-92.233,36.372,Henderson - Norfolk Lake,870.488.5282,AR,Mountain Home
-93.77,33.498,Hervey Access Camping,870.774.1501,AR,Hervey
-94.031,36.241,Hickory Creek - Beaver Lake,479.750.2943,AR,Springdale
-92.774,36.491,Highway 125 - Bull Shoals Lake,870.436.5711,AR,Yellville
-93.541,34.626,Highway 27 - Lake Ouachita, ,AR,Story
-92.15,35.61,Hill Creek - Greers Ferry Lake,870.948.2419,AR,Greers Ferry
-93.641,35.568,Horsehead Lake,479.754.2864/479.964.7200,AR,Clarksville
-94.024,36.287,Horseshoe Bend - Beaver Lake,479.925.2561,AR,Rogers
-94.094,34.14,Horseshoe Bend - Dierks Lake,870.286.2346,AR,Lockesburg
-93.891,36.422,Indian Creek - Beaver Lake,479.636.1210,AR,Gateway
-93.126,34.227,Iron Mountain - De Gray Lake,870.246.5501,AR,Arkadelphia
-93.073,34.761,Iron Springs,501.984.5313/501.321.5202,AR,Jessieville
-93.373,34.686,Irons Fork - Lake Ouachita, ,AR,Story
-93.845,35.035,Jack Creek,479.637.4174/501.321.5202,AR,Booneville
-91.316,35.637,Jacksonport State Park,870.523.2143,AR,Newport
-94.102,34.155,Jefferson Ridge - Dierks Lake,870.286.2346,AR,Dierks
-91.994,35.511,John F Kennedy - Greers Ferry Lake,501.250.0481,AR,Heber Springs
-93.443,34.582,Joplin - Lake Ouachita,501.767.2108,AR,Mount Ida
-92.194,36.269,Jordan - Norfolk Lake,870.499.7223,AR,Salesville
-93.696,34.233,Kirby Landing - Lake Greeson,870.285.2151,AR,Kirby
-93.863,35.016,Knoppers Ford,479.637.4174/501.321.5202,AR,Booneville
-92.919,34.437,Lake Catherine State Park,501.844.4176,AR,Hot Springs
-91.153,36.068,Lake Charles State Park,870.878.6595,AR,Powhatan
-91.197,33.37,Lake Chicot State Park,870.265.5480,AR,Lake Village
-93.213,35.249,Lake Dardanelle State Park,479.967.5516,AR,Russellville
-90.716,35.972,Lake Frierson State Park,501.767.9366,AR,Jonesboro
-94.159,35.649,Lake Ft. Smith State Park,479.369.2469,AR,Mountainburg
-93.76,36.435,Lake Leatherwood City Park,479.253.7921,AR,Eureka Springs
-93.168,34.61,Lake Ouachita State Park,501.767.9366,AR,Mountain Pine
-90.688,35.534,Lake Poinsett State Park,870.578.2064,AR,Harrisburg
-92.82,34.868,Lake Sylvia,501.984.5313/501.321.5202,AR,Perryville
-94.37,36.092,Lake Wedington Rec. Area,479.667.2191/479.964.7200,AR,Fayettville
-92.549,36.373,Lakeview - Bull Shoals Lake,870.431.8116,AR,Mountain Home
-93.707,34.187,Laurel Creek - Lake Greeson, ,AR,Kirby
-92.922,36.473,Lead Hill - Bull Shoals Lake,870.422.7555,AR,Lead Hill
-94.379,35.447,Lee Creek Public Use Area, ,AR,Van Buren
-93.229,34.667,Lena Landing - Lake Ouachita,501.767.2101,AR,Hot Springs
-94.248,34.232,Little Coon Creek - Gillham Lake,870.584.4161,AR,Wickes
-93.473,34.63,Little Fir - Lake Ouachita,501.767.2101,AR,Mount Ida
-94.269,34.87,Little Pines,479.637.4174/501.321.5202,AR,Waldron
-92.163,34.899,Little Rock AFB Military,501.987.3365,AR,
-93.182,33.349,Logoly State Park,870.695.3561,AR,McNeil
-90.696,34.715,Lone Pine,870.295.5278/479.964.7200,AR,Marianna
-93.159,35.549,Long Pool,870.269.3228/479.964.7200,AR,Dover
-93.896,36.41,Lost Bridge North - Beaver Lake,479.359.3312,AR,Rogers
-93.903,36.397,Lost Bridge South - Beaver Lake,479.359.3755,AR,Rogers
-93.388,36.002,Lost Valley - Buffalo National River,870.439.2502,AR,Ponca
-93.807,35.155,Magazine Municipal RV Park,479.969.8555,AR,Magazine
-90.688,34.705,Maple Flat,870.295.5278/479.964.7200,AR,Jeffersonville
-92.438,34.831,Maumelle,501.868.9477,AR,Little Rock
-91.266,34.032,Merrisach Lake Park - Merrisach Lake,870.548.2291,AR,Dumas
-92.218,35.582,Mill Creek - Greers Ferry Lake,501.362.2416,AR,Bee Branch
-93.996,34.731,Mill Creek Family Camp,501.362.2416,AR,Y City
-94,33.681,Millwood State Park,870.898.2800,AR,Ashdown
-92.347,33.301,Moro Bay State Park,870.463.8555,AR,Jersey
-93.619,35.174,Mount Magazine State Park,479.963.8502,AR,Havana
-93.247,35.219,Mount Nebo State Park,479.229.3655,AR,Dardanelle
-92.198,35.563,Narrows - Greers Ferry Lake,501.825.7602,AR,Greers Ferry
-93.863,33.949,Nashville City Park,870.845.7405,AR,Nashville
-91.31,33.988,Notrebes Bend,870.548.2291,AR,Gillett
-94.388,34.1,Oak Grove,870.584.4161,AR,DeQueen
-92.628,36.444,Oakland - Bull Shoals Lake,870.431.5744,AR,Mountain Home
-91.057,36.156,Old Davidsonville State Park,870.892.4708,AR,Pocahontas
-92.018,35.538,Old Highway 25 - Greers Ferry Lake,501.250.0483,AR,Heber Springs
-92.462,33.3,Old Lock and Dam 8, ,AR,El Dorado
-93.157,35.247,Old Post Road - Lake Dardanelle,479.968.7962,AR,Dardanelle
-93.653,35.101,Outlet Area - Blue Mountain Lake,479.947.2101,AR,Waveland
-93.205,34.239,Ozan Point - De Gray Lake,870.246.5501,AR,Bismarck
-93.16,36.063,Ozark - Buffalo National River,870.439.2502,AR,Jasper
-92.647,36.438,Ozark Isle - Bull Shoals Lake,870.431.5744,AR,Oakland
-93.448,35.671,Ozone,479.754.2864/479.964.7200,AR,Clarksville
-92.259,36.377,Panther Bay - Norfolk Lake,870.492.4544,AR,Mountain Home
-94.006,33.783,Paraloma Landing - Millwood Lake,870.898.3343,AR,Mineral Springs
-93.735,34.157,Parker Creek - Lake Greeson,870.285.2151,AR,Murfreesboro
-91.359,33.99,Pendleton Bend,870.548.2291,AR,Dumas
-92.951,35.115,Petit Jean State Park,501.727.5441,AR,Morrilton
-93.729,34.169,Pikeville - Lake Greeson, ,AR,Murfreesboro
-92.099,34.295,Pine Bluff Aresenal Military,870.540.3778,AR,White Hall
-94.4,34.103,Pine Ridge,870.642.6111,AR,DeQueen
-93.317,35.398,Piney Bay - Lake Dardanelle,479.885.3029,AR,Russelville
-90.971,36.254,Pocahontas City Park,870.892.8896,AR,Pocahontas
-93.29,34.282,Point Cedar - De Gray Lake,870.246.5501,AR,Bismarck
-92.772,35.145,Point Remove Park, ,AR,Morrilton
-92.565,36.39,Point Return City Park,870.445.4775,AR,Bull Shoals
-94.053,36.355,Prairie Creek - Beaver Lake,479.925.3957,AR,Rogers
-93.165,34.957,Quarry Cove,501.272.4233,AR,Plainview
-92.242,36.255,Quarry Cove - Norfolk Lake,479.272.4233,AR,
-94.372,34.686,Queen Wilhelmina State Park,479.394.2863,AR,Mena
-93.338,34.617,Rabbit Tail - Lake Ouachita, ,AR,Avant
-90.285,36.257,Rector City Park, ,AR,Rector
-93.786,35.682,Redding,479.754.2864/479.964.7200,AR,Ozark
-92.934,35.797,Richland Creek,870.446.5122/479.964.7200,AR,Pelsor
-91.737,34.165,Rising Star,870.534.0451,AR,Grady
-93.625,34.64,River Bluff,870.356.4186/501.321.5202,AR,Mount Ida
-94.071,35.444,River Ridge - Ozark Lake,479.968.5008,AR,Cecil
-93.158,34.951,River Road,479.272.4835,AR,Ola
-93.963,33.692,River Run East - Millwood Lake,870.898.3343,AR,Ashdown
-93.967,33.691,River Run West - Millwood Lake,870.898.3343,AR,Ashdown
-91.314,34.693,Riverfront RV Park,870.747.5414,AR,Clarendon
-93.173,35.247,Riverview - Lake Dardanelle, ,AR,Dardanelle
-92.241,36.354,Robinson Point - Norfolk Lake,870.492.6853,AR,Mountain Home
-93.759,34.209,Rock Creek - Lake Greeson,870.285.2151,AR,Kirby
-93.934,36.342,Rocky Branch - Beaver Lake,501.925.2526,AR,Rogers
-93.697,34.612,Rocky Shoals,870.356.4186/501.321.5202,AR,Mount Ida
-92.548,36.125,Rush Landing - Buffalo National River,870.439.2502,AR,Yellville
-94.236,34.322,Sand Bar Bridge - Cossatot River State Park,870.385.2201,AR,Umpire
-91.985,34.256,Saracen Trace RV Park,870.534.0711,AR,Pine Bluff
-93.92,33.739,Saratoga Landing - Millwood Lake,870.898.3343,AR,Saratoga
-93.759,34.236,Self Creek - Lake Greeson,870.285.2151,AR,Daisy
-92.785,35.124,Sequoya Park, ,AR,Morrilton
-94.024,34.37,Shady Lake,479.394.5595/501.321.5202,AR,Athens
-92.151,35.54,Shiloh - Greers Ferry Lake,501.825.8619,AR,Greers Ferry
-93.831,34.608,Shirley Creek,479.394.5595/501.321.5202,AR,Oden
-93.43,35.309,Shoal Bay - Lake Dardanelle,479.938.7335,AR,Dardanelle
-93.96,35.641,Shores Lake,479.667.2191/479.964.7200,AR,Mulberry
-93.27,34.287,Shouse Ford - De Gray Lake,870.246.5501,AR,Bismarck
-93.687,34.874,South Fourche,501.984.5313/501.321.5202,AR,Bluffton
-93.479,35.424,Spadra - Lake Dardanelle,501.754.6438,AR,Clarksville
-94.298,35.343,Spring Hill,479.452.4598,AR,Van Buren
-93.425,35.15,Spring Lake,479.963.3076/479.964.7200,AR,Belleville
-93.825,34.239,Star of the West, ,AR,Kirby
-93.878,36.392,Starkey - Beaver Lake,479.636.1210,AR,Eureka Springs
-93.336,36.039,Steel Creek - Buffalo National River,870.439.2502,AR,Ponca
-93.192,34.568,Stephens - Lake Ouachita,501.767.2101,AR,Hot Springs
-90.613,34.6,Storm Creek Lake,870.295.5278/479.964.7200,AR,West Helena
-92.272,35.543,Sugar Loaf - Greers Ferry Lake,501.654.2267,AR,Choctaw
-93.012,35.169,Sweeden Island - Lake Dardanelle,501.968.5008,AR,Atkins
-92.114,34.462,Tar Camp,501.397.5101,AR,Redfield
-92.544,35.078,Toad Suck Ferry,501.759.2005,AR,Conway
-93.47,34.569,Tompkins Bend - Lake Ouachita,501.767.2108,AR,Mount Ida
-91.836,34.212,Trulock - Arkansas River,870.534.0451,AR,Pine Bluff
-93.008,36.475,Tucker Hollow - Bull Shoals Lake,870.436.5622,AR,Lead Hill
-93.511,34.55,Twin Creek - Lake Ouachita,501.767.2101,AR,Mount Ida
-92.761,35.987,Tyler Bend - Buffalo National River,870.439.2502,AR,St Joe
-90.727,35.171,Village Creek State Park,870.238.9406,AR,Wynne
-94.063,35.486,Vine Prairie,501.997.8122,AR,Mulberry
-94.016,36.219,War Eagle - Beaver Lake,479.636.1210,AR,Springdale
-93.531,34.65,Washita - Lake Ouachita, ,AR,Story
-93.658,35.107,Waveland - Blue Mountain Lake,479.947.2102,AR,Waveland
-94.059,33.761,White Cliffs - Millwood Lake,870.898.3343,AR,Mineral Springs
-93.117,33.689,White Oak Lake State Park,870.685.2748,AR,Bluff City
-93.957,35.691,White Rock,479.667.2191/479.964.7200,AR,Mulberry
-91.309,33.979,Wilbur D Mills,870.548.2291,AR,Dumas
-92.138,34.701,Willow Beach,501.961.1332,AR,Scott
-93.733,36.155,Withrow Springs State Park,479.559.2593,AR,Huntsville
-93.633,35.674,Wolf Pen,479.754.2864/479.964.7200,AR,Oark
-92.175,36.295,Woods Pt, ,AR,Mountain Home
-92.285,35.281,Woolly Hollow State Park,501.679.2098,AR,Greenbrier
-82.146,27.781,Alafia River State Park,813.672.5320,FL,Lithia
-81.578,29.079,Alexander Springs,352.669.3153/850.523.8500,FL,Altoona
-81.286,29.881,Anastasia State Park,904.461.2033,FL,Saint Augustin
-81.447,27.705,Arbuckle - Lake Wales Ridge SF,863.635.7801,FL,Frostproof
-81.36,27.688,Avon Park AF Range  Military,863.452.4254,FL,Avon Park
-81.274,24.66,Bahia Honda State Park,305.872.2353,FL,Big Pine Key
-81.267,26.226,Bear Island - Big Cypress WMA, ,FL,Immokalee
-80.708,26.7,Belle Glade Marina Campground,561.996.6322,FL,Belle Glade
-81.784,28.985,Big Bass,352.669.3153/850.523.8500,FL,Umatilla
-87.404,30.322,Big Lagoon State Park,850.492.1595,FL,Pensacola
-81.756,29.051,Big Scrub,352.669.3153/850.523.8500,FL,Umatilla
-86.883,30.708,Blackwater River State Park,850.983.5363,FL,Milton
-87.416,30.385,Blue Angel Naval Military - Pensacola NAS,850.453.9435,FL,Pensacola
-81.334,28.952,Blue Spring State Park,850.492.1595,FL,Orange City
-81.652,29.098,Buck Lake,352.669.3153/850.523.8500,FL,Altoona
-81.434,29.423,Bull Creek County Campground,386.313.4020,FL,Bunnell
-81.23,25.891,Burns Lake - Big Cypress National Preserve,239.695.1201,FL,Ochopee
-84.988,30.277,Camel Lake,850.643.2282/850.523.8500,FL,Bristol
-81.989,29.954,Camp Blanding RV Military, ,FL,Starke
-80.321,26.004,CB Smith Park, ,FL,Pembroke Pines
-82.576,28.715,Chassahowitzka,352.382.2200,FL,Homosassa
